source_record_id,source_id,source_workflow_run_id,source_artifact_name,source_artifact_digest_sha256,snapshot_name,snapshot_sha256,retrieved_at_utc,bps_last_update,bps_var_id,bps_var_label,bps_vervar_id,bps_vervar_label,bps_turvar_id,bps_turvar_label,bps_th_id,bps_th_label,source_period_type,value,unit,source_integrity_status,current_geography_mapping_status,canonical_indicator_target,growth_input_status,notes
bps484_2020_1305_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1305,Tanah Datar,34,Laki-Laki + Perempuan,120,2020,census,371704,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1306_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1306,Padang Pariaman,34,Laki-Laki + Perempuan,120,2020,census,430626,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1307_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1307,Agam,34,Laki-Laki + Perempuan,120,2020,census,529138,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1308_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1308,Lima Puluh Kota,34,Laki-Laki + Perempuan,120,2020,census,383525,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1309_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1309,Pasaman,34,Laki-Laki + Perempuan,120,2020,census,299851,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1310_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1310,Solok Selatan,34,Laki-Laki + Perempuan,120,2020,census,182027,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1311_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1311,Dharmasraya,34,Laki-Laki + Perempuan,120,2020,census,228591,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1312_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1312,Pasaman Barat,34,Laki-Laki + Perempuan,120,2020,census,431672,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1371_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1371,Padang,34,Laki-Laki + Perempuan,120,2020,census,909040,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1372_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1372,Kota Solok,34,Laki-Laki + Perempuan,120,2020,census,73438,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1373_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1373,Sawahlunto,34,Laki-Laki + Perempuan,120,2020,census,65138,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1374_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1374,Padang Panjang,34,Laki-Laki + Perempuan,120,2020,census,56311,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1375_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1375,Bukittinggi,34,Laki-Laki + Perempuan,120,2020,census,121028,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1376_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1376,Payakumbuh,34,Laki-Laki + Perempuan,120,2020,census,139576,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
bps484_2020_1377_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2020.json,b49c14275ff49f14890302c831b47976bdde6599e5c526f5b6fa7f55b7b200bf,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1377,Pariaman,34,Laki-Laki + Perempuan,120,2020,census,94224,Jiwa,source_native_snapshot_consistent,already_canonical_current_sp2020,population_total,point_anchor_qualified_growth_pair_not_qualified,SP2020 total-sex anchor is already canonical in the BPS expansion with September 2020 reference bounds.
