regime_id,geography_id,geography_name,analysis_year,expected_years_schooling,mean_years_schooling,life_expectancy,labor_force_participation,unemployment_rate,poverty_rate,real_grdp_growth,agriculture_share_grdp,manufacturing_share_grdp,rice_yield,underemployment_rate,population_total,annual_rainfall,flood_events,landslide_events,real_grdp_per_capita,morbidity_rate,jkn_membership_coverage,internet_access_age5plus,adequate_sanitation_access,adequate_drinking_water_access,dependency_ratio
sumbar_current_kabkota_2018_2025_v1,idn.13.1372,Solok,2022,14.34,11.35,74.31,69.46,3.9,3.02,4.6,5.0521941286369625,4.2352738446112355,6.466,5.04,,3916.840246,,,40296.16,10.42,89.89,77.29,92.47,97.17,47.32
sumbar_current_kabkota_2018_2025_v1,idn.13.1372,Solok,2023,14.36,11.36,74.56,70.12,3.72,3.05,4.81,4.976255431946752,4.16706738609451,6.299,7.02,,2938.237223,,,41356.98,11.79,93.48,81.83,94.35,96.22,47.49
sumbar_current_kabkota_2018_2025_v1,idn.13.1372,Solok,2024,14.37,11.37,74.85,71.16,3.62,3.07,4.55,,,5.678000000000001,7.94,,3565.650111,1,0,42358.67,15.43,96.58,85.56,92.19,97.04,47.94
sumbar_current_kabkota_2018_2025_v1,idn.13.1372,Solok,2025,14.59,11.38,75.3,70.32,3.87,2.91,3.61,,,5.828,,,3618.055931,,,,,97.28,92.68,93.09,95.35,
sumbar_current_kabkota_2018_2025_v1,idn.13.1373,Sawahlunto,2018,13.15,9.94,,72.88,5.92,2.39,5.5,9.164496501949158,12.215161071042862,4.766,6.96,,2776.417149,,,42903.16,9.8,,40.72,82.68,,
sumbar_current_kabkota_2018_2025_v1,idn.13.1373,Sawahlunto,2019,13.16,9.97,,69.83,6.84,2.17,5.31,8.842628926347986,10.661100494465233,4.699000000000001,6.21,,2334.179498,,,44545.73,10.89,63.19,49.38,81.98,85.61,
sumbar_current_kabkota_2018_2025_v1,idn.13.1373,Sawahlunto,2020,13.17,10.17,72.81,70.57,8.2,2.16,-1.27,8.922359724582485,10.815954894730815,4.2909999999999995,12.71,65138.0,2803.900303,,,42503.87,14.94,54.52,55.3,80.77,91.25,47.37
sumbar_current_kabkota_2018_2025_v1,idn.13.1373,Sawahlunto,2021,13.18,10.32,73.2,68.05,6.38,2.38,2.48,8.962598073030337,11.220397391100976,5.417000000000001,11.56,,3005.110378,,,42994.67,7.85,84.09,66,86.45,88.27,47.39
sumbar_current_kabkota_2018_2025_v1,idn.13.1373,Sawahlunto,2022,13.42,10.43,73.5,70.85,5.0,2.28,3.96,8.727047982166315,10.80270583328345,6.261,7.75,,3756.138973,,,44045.48,13.38,84.83,70.49,86.86,92.75,47.47
sumbar_current_kabkota_2018_2025_v1,idn.13.1373,Sawahlunto,2023,13.69,10.44,73.79,69.9,4.98,2.27,4.46,8.51100910525308,10.869528319451067,6.329000000000001,8.26,,2942.359410,,,45342.93,13.88,88.42,72.19,90.18,90.46,47.6
sumbar_current_kabkota_2018_2025_v1,idn.13.1373,Sawahlunto,2024,13.86,10.53,74.12,73.54,5.55,2.33,4.02,,,5.455,7.48,,3282.380943,1,0,46502.14,11.05,85.96,76.67,91.24,89.62,45.06
sumbar_current_kabkota_2018_2025_v1,idn.13.1373,Sawahlunto,2025,13.89,10.54,74.21,74.02,4.64,2.72,3.38,,,5.601,,,3476.419413,,,,,88.01,82.43,87.71,90.03,
sumbar_current_kabkota_2018_2025_v1,idn.13.1374,Padang Panjang,2018,15.04,11.44,,66.17,5.35,5.88,5.71,5.159220452823614,9.497085141718939,4.696000000000001,6.28,,2757.616151,,,46133.03,16.34,,56.38,70.33,,
sumbar_current_kabkota_2018_2025_v1,idn.13.1374,Padang Panjang,2019,15.05,11.45,,69.05,4.38,5.6,5.56,5.046153805421392,8.408194564420246,5.509,3.93,,2157.335339,,,47670.67,16.89,54.4,59.42,71.59,97.44,
sumbar_current_kabkota_2018_2025_v1,idn.13.1374,Padang Panjang,2020,15.06,11.62,73.83,69.81,7.22,5.24,-1.44,5.148904697646766,8.433305091041857,5.767,6.44,56311.0,2811.671422,,,45343.43,14.99,74.45,71.48,72.15,96.58,48.11
sumbar_current_kabkota_2018_2025_v1,idn.13.1374,Padang Panjang,2021,15.07,11.63,73.93,65.94,4.9,5.92,3.46,5.120157681445877,8.476439856280523,6.291,6.58,,3026.154770,,,46214.8,10.39,87.89,77.73,73.04,98.45,48.21
sumbar_current_kabkota_2018_2025_v1,idn.13.1374,Padang Panjang,2022,15.07,11.92,74.03,64.02,4.84,5.14,4.39,5.136365646285013,8.31403125490252,7.001000000000001,2.04,,3651.476589,,,47543.66,11.03,89.72,84.51,77.42,98.09,48.3
sumbar_current_kabkota_2018_2025_v1,idn.13.1374,Padang Panjang,2023,15.29,11.94,74.24,66.05,5.49,5.24,4.84,5.075456082902607,8.338894582642023,6.397,5.75,,2824.530171,,,49121.63,10.54,90.28,85.68,76.31,99.07,48.37
sumbar_current_kabkota_2018_2025_v1,idn.13.1374,Padang Panjang,2024,15.47,12.0,74.48,66.33,4.94,5.31,4.52,,,5.886,6.58,,3247.774615,1,0,50627.07,11.31,94.06,88.57,79.57,98.2,48.87
sumbar_current_kabkota_2018_2025_v1,idn.13.1374,Padang Panjang,2025,15.74,12.01,74.86,69.2,5.07,4.97,3.61,,,6.925000000000001,,,3001.704285,,,,,97.05,91.69,84.62,99.39,
sumbar_current_kabkota_2018_2025_v1,idn.13.1375,Bukittinggi,2018,14.95,11.31,,69.15,7.24,4.92,6.0,1.2030091610750007,5.656832750372341,5.863,3.63,,2342.492157,,,45133.22,12.27,,59.35,91.21,,
sumbar_current_kabkota_2018_2025_v1,idn.13.1375,Bukittinggi,2019,14.96,11.32,,65.55,6.2,4.6,5.84,1.1444074375113524,5.028254629591918,6.541,2.12,,1779.855058,,,46623.24,13.72,49.14,69.27,86.32,98.69,
sumbar_current_kabkota_2018_2025_v1,idn.13.1375,Bukittinggi,2020,14.97,11.33,74.58,69.84,7.51,4.54,-1.74,1.175438847645525,5.1854484431226435,6.091,8.89,121028.0,2266.408824,,,50021.8,14.08,45.68,73.84,90.25,100,46.58
sumbar_current_kabkota_2018_2025_v1,idn.13.1375,Bukittinggi,2021,14.98,11.34,74.7,67.42,6.09,5.14,3.61,1.1553245875076872,5.116680614276401,6.9319999999999995,7.9,,2376.071718,,,51345.23,9.14,70.07,80.5,89.93,97.05,46.81
sumbar_current_kabkota_2018_2025_v1,idn.13.1375,Bukittinggi,2022,14.99,11.63,75.02,64.43,4.9,4.46,4.67,1.0987632320436223,4.943878875316141,6.609000000000001,4.25,,3069.580420,,,53279.75,17,64.61,84.32,85.09,98.56,47.01
sumbar_current_kabkota_2018_2025_v1,idn.13.1375,Bukittinggi,2023,15.01,11.64,75.33,70.27,4.99,4.11,4.79,1.0596627999226635,5.0102929353075485,6.325,7.07,,2354.011592,,,55377.42,15.22,76,85.87,89.32,99.95,47.19
sumbar_current_kabkota_2018_2025_v1,idn.13.1375,Bukittinggi,2024,15.28,11.65,75.62,69.96,4.72,4.08,4.52,,,6.311,4.71,,2609.651163,2,0,57434.76,13.98,78,87.7,89.07,99.45,47.72
sumbar_current_kabkota_2018_2025_v1,idn.13.1375,Bukittinggi,2025,15.29,11.66,76.06,70.32,4.41,3.78,3.51,,,6.348,,,2493.838174,,,,,82.76,89.48,89.33,99.97,
sumbar_current_kabkota_2018_2025_v1,idn.13.1376,Payakumbuh,2018,14.24,10.46,,70.81,3.95,5.77,6.02,6.745686663780463,5.131978003880645,4.7,4.67,,2345.409702,,,31702.08,14.01,,51.29,80.25,,
sumbar_current_kabkota_2018_2025_v1,idn.13.1376,Payakumbuh,2019,14.25,10.72,,68.76,4.13,5.68,5.89,6.352015869007343,4.795824562224362,4.557,5.3,,1841.052960,,,32799.69,11.18,74.78,55.76,84.35,98.9,
sumbar_current_kabkota_2018_2025_v1,idn.13.1376,Payakumbuh,2020,14.26,10.73,74.08,68.68,6.68,5.65,-1.65,6.43908109557682,4.861100661530437,4.916,7.25,139576.0,2261.885902,,,31747.46,11.79,69.41,62.13,87.75,98.76,48.2
sumbar_current_kabkota_2018_2025_v1,idn.13.1376,Payakumbuh,2021,14.27,10.81,74.18,71.73,6.47,6.16,3.58,6.080525730514813,5.029473053670243,5.002000000000001,8.24,,2362.419395,,,32438.39,9.41,75.37,74,89.49,99.43,48.1
sumbar_current_kabkota_2018_2025_v1,idn.13.1376,Payakumbuh,2022,14.29,10.82,74.48,70.06,5.16,5.66,4.51,5.891649820162036,4.9208761383575785,5.4990000000000006,5.37,,3156.634559,,,33437.94,15.31,78.88,75.29,87.1,98.83,48
sumbar_current_kabkota_2018_2025_v1,idn.13.1376,Payakumbuh,2023,14.3,10.88,74.77,71.86,4.84,5.44,4.7,5.7089383051753995,4.827668628280072,5.231000000000001,6.66,,2473.811290,,,34541.85,12.48,80.56,77.4,87.75,98.63,47.92
sumbar_current_kabkota_2018_2025_v1,idn.13.1376,Payakumbuh,2024,14.57,10.89,75.08,70.53,4.87,5.19,4.53,,,4.757000000000001,6.33,,2616.639717,1,0,35639.7,18.11,81.2,82.91,87.93,99.44,48.08
sumbar_current_kabkota_2018_2025_v1,idn.13.1376,Payakumbuh,2025,14.79,11.08,75.54,71.93,4.96,4.95,3.55,,,4.884,,,2753.170935,,,,,86.92,88.15,92.34,98.05,
sumbar_current_kabkota_2018_2025_v1,idn.13.1377,Pariaman,2018,14.52,10.36,,67.0,5.82,5.03,5.47,18.656749329266546,7.435893748408085,4.95,8.28,,4484.663075,,,38930.17,11.21,,45.58,78.06,,
sumbar_current_kabkota_2018_2025_v1,idn.13.1377,Pariaman,2019,14.53,10.37,,69.36,5.48,4.76,5.3,18.274258851347103,6.858928581367642,5.6450000000000005,7.97,,3462.772703,,,40274.72,13.37,45.62,49.83,77.71,95.04,
sumbar_current_kabkota_2018_2025_v1,idn.13.1377,Pariaman,2020,14.54,10.59,73.59,64.16,5.73,4.1,-1.32,18.37333188623724,6.886592407652497,4.905,13.36,94224.0,4428.394673,,,37761.77,12.64,60.62,62.29,81.81,95.61,47.03
sumbar_current_kabkota_2018_2025_v1,idn.13.1377,Pariaman,2021,14.55,10.67,73.69,62.7,6.09,4.38,3.51,17.933393884154118,7.044711932763731,4.711,11.43,,4955.780563,,,38661.12,13.52,81.61,65.53,79.56,97.69,47.16
sumbar_current_kabkota_2018_2025_v1,idn.13.1377,Pariaman,2022,14.61,10.78,73.98,67.76,5.19,4.13,4.53,17.73353415394979,6.973015207687256,5.1930000000000005,6.97,,5719.996265,,,39923.49,18.61,85.47,70.69,82.91,95.46,47.38
sumbar_current_kabkota_2018_2025_v1,idn.13.1377,Pariaman,2023,14.79,10.79,74.2,71.23,5.68,4.2,4.79,17.665934755399277,6.889623594371733,4.894,8.81,,4147.905615,,,41343.83,16.98,85.64,75.31,84.18,94.48,47.68
sumbar_current_kabkota_2018_2025_v1,idn.13.1377,Pariaman,2024,14.8,11.06,74.37,69.92,5.32,4.26,4.51,,,4.889,10.14,,5366.192630,1,0,42711.57,18.69,87.31,69.87,85.99,95.62,48.45
sumbar_current_kabkota_2018_2025_v1,idn.13.1377,Pariaman,2025,14.81,11.32,74.62,72.96,5.16,3.83,3.46,,,4.384,,,4572.056189,,,,,92.54,84.07,87.24,96.52,
